L_Scene,R_Scene,L_Pts,R_Pts
2597.jpg,5629.jpg,5 Points,0 Points
5471.jpg,2240.jpg,2 Points,5 Points
5849.jpg,7282.jpg,2 Points,3 Points
4531.jpg,5534.jpg,5 Points,3 Points
7503.jpg,5900.jpg,2 Points,3 Points
9007.jpg,2900.jpg,0 Points,3 Points
7110.jpg,6800.jpg,5 Points,0 Points
3500.jpg,6312.jpg,4 Points,2 Points
9080.jpg,5593.jpg,5 Points,0 Points
7190.jpg,2372.jpg,5 Points,1 Point
5820.jpg,5200.jpg,5 Points,0 Points
9404.jpg,6212.jpg,5 Points,4 Points
5623.jpg,7233.jpg,5 Points,0 Points
5500.jpg,5120.jpg,3 Points,2 Points
1274.jpg,6350.jpg,1 Points,4 Points
2220.jpg,2092.jpg,5 Points,0 Points
5990.jpg,5890.jpg,3 Points,2 Points
9421.jpg,A025.jpg,2 Points,0 Points
1603.jpg,8180.jpg,1 Points,4 Points
4608.jpg,2514.jpg,1 Point,5 Points
9102.jpg,7224.jpg,3 Points,2 Points
F034.jpg,3530.jpg,4 Points,1 Point
7130.jpg,3350.jpg,4 Points,1 Point
2130.jpg,7237.jpg,1 Points,4 Points
3400.jpg,7025.jpg,2 Points,3 Points
2410.jpg,7009.jpg,4 Points,5 Points
7031.jpg,1022.jpg,4 Points,1 Point
6510.jpg,3120.jpg,2 Points,5 Points
5972.jpg,9621.jpg,5 Points,0 Points
3064.jpg,9420.jpg,4 Points,2 Points
9830.jpg,8480.jpg,4 Points,1 Point
5531.jpg,1720.jpg,3 Points,4 Points
2702.jpg,7140.jpg,5 Points,0 Points
2020.jpg,4535.jpg,5 Points,1 Point
7705.jpg,6250.1.jpg,5 Points,0 Points
2753.jpg,P217.jpg,0 Points,5 Points
5533.jpg,5626.jpg,3 Points,2 Points
7260.jpg,8260.jpg,5 Points,3 Points
5950.jpg,3068.jpg,0 Points,5 Points
2840.jpg,8040.jpg,2 Points,1 Point
2690.jpg,7090.jpg,1 Point,4 Points
6540.jpg,9008.jpg,3 Points,1 Point
9911.jpg,9570.jpg,5 Points,0 Points
4250.jpg,3010.jpg,5 Points,5 Points
9040.jpg,7010.jpg,3 Points,2 Points
3550.jpg,3280.jpg,2 Points,0 Points
7281.jpg,2880.jpg,0 Points,5 Points
9592.jpg,6200.jpg,2 Points,5 Points
O022.jpg,3069.jpg,2 Points,3 Points
2221.jpg,1303.jpg,2 Points,0 Points
7150.jpg,2850.jpg,2 Points,3 Points
5130.jpg,2616.jpg,3 Points,4 Points
9433.jpg,7183.jpg,1 Point,4 Points
3071.jpg,2700.jpg,1 Point,3 Points
6415.jpg,1112.jpg,2 Points,3 Points
9331.jpg,3150.jpg,2 Points,1 Point
1111.jpg,7096.jpg,0 Points,5 Points
7270.jpg,4534.jpg,3 Points,0 Points
7495.jpg,9156.jpg,1 Points,4 Points
7490.jpg,7284.jpg,2 Points,4 Points
9622.jpg,7006.jpg,2 Points,3 Points
8230.jpg,9252.jpg,5 Points,1 Point
5450.jpg,9253.jpg,5 Points,0 Points
2440.jpg,7950.jpg,4 Points,1 Point
9415.jpg,1932.jpg,4 Points,1 Points
9410.jpg,1280.jpg,0 Points,2 Points
7560.jpg,9530.jpg,4 Points,1 Point
1070.jpg,3063.jpg,2 Points,5 Points
6313.jpg,7500.jpg,3 Points,2 Points
2720.jpg,F203.jpg,4 Points,0 Points
2515.jpg,2890.jpg,4 Points,1 Points
9430.jpg,9520.jpg,5 Points,3 Points
6370.jpg,9921.jpg,4 Points,1 Points
2516.jpg,7820.jpg,4 Points,0 Points
5532.jpg,4500.jpg,2 Points,3 Points
