L_Scene,R_Scene,L_Pts,R_Pts
3061.jpg,3015.jpg,4 Points,5 Points
2485.jpg,7286.jpg,0 Points,5 Points
4100.jpg,1510.jpg,3 Points,4 Points
7035.jpg,7002.jpg,1 Points,4 Points
8210.jpg,8460.jpg,3 Points,0 Points
4510.jpg,F252.jpg,5 Points,0 Points
7380.jpg,2692.jpg,1 Point,4 Points
5720.jpg,2383.jpg,3 Points,2 Points
3170.jpg,6570.1.jpg,2 Points,5 Points
1310.jpg,9913.jpg,4 Points,1 Points
5471.jpg,2240.jpg,2 Points,5 Points
2683.jpg,6010.jpg,3 Points,2 Points
2650.jpg,5621.jpg,5 Points,3 Points
7220.jpg,5831.jpg,2 Points,3 Points
9320.jpg,2900.jpg,0 Points,3 Points
7034.jpg,9140.jpg,2 Points,3 Points
3500.jpg,6312.jpg,4 Points,2 Points
6561.jpg,7211.jpg,2 Points,3 Points
7190.jpg,5300.jpg,5 Points,1 Point
2500.jpg,2630.jpg,5 Points,0 Points
9404.jpg,6830.jpg,5 Points,4 Points
5994.jpg,5700.jpg,0 Points,5 Points
2570.jpg,5120.jpg,3 Points,2 Points
7545.jpg,2389.jpg,5 Points,0 Points
2220.jpg,2210.jpg,5 Points,0 Points
9452.jpg,9700.jpg,4 Points,1 Points
1390.jpg,A025.jpg,2 Points,0 Points
7182.jpg,7620.jpg,4 Points,1 Point
4608.jpg,2514.jpg,1 Point,5 Points
2620.jpg,5470.jpg,0 Points,5 Points
6242.jpg,3530.jpg,4 Points,1 Point
5731.jpg,2606.jpg,4 Points,1 Point
1650.jpg,7237.jpg,1 Points,4 Points
4770.jpg,5920.jpg,3 Points,2 Points
8220.jpg,4689.jpg,4 Points,5 Points
7040.jpg,P077.jpg,4 Points,1 Point
6510.jpg,6190.jpg,2 Points,5 Points
P233.jpg,7217.jpg,1 Point,4 Points
3064.jpg,9070.jpg,4 Points,2 Points
7207.jpg,2320.jpg,1 Points,4 Points
5531.jpg,7283.jpg,3 Points,4 Points
9300.jpg,7030.jpg,4 Points,1 Points
1947.jpg,1811.jpg,5 Points,1 Point
7020.jpg,6150.jpg,5 Points,0 Points
9042.jpg,1090.jpg,0 Points,5 Points
3160.jpg,7080.jpg,1 Point,4 Points
2110.jpg,8260.jpg,5 Points,3 Points
5740.jpg,2100.jpg,0 Points,5 Points
1660.jpg,8040.jpg,2 Points,1 Point
5410.jpg,5530.jpg,5 Points,0 Points
2276.jpg,1930.jpg,3 Points,1 Point
5628.jpg,5660.jpg,5 Points,0 Points
4250.jpg,7830.jpg,5 Points,3 Points
2215.jpg,7050.jpg,1 Point,4 Points
4621.jpg,3280.jpg,2 Points,0 Points
5910.jpg,5460.jpg,5 Points,0 Points
9592.jpg,3000.jpg,2 Points,5 Points
7285.jpg,5875.jpg,5 Points,0 Points
2221.jpg,1303.jpg,2 Points,0 Points
9600.jpg,2691.jpg,5 Points,0 Points
1810.jpg,2616.jpg,3 Points,4 Points
9180.jpg,9630.jpg,3 Points,2 Points
9560.jpg,2700.jpg,1 Point,3 Points
7000.jpg,1661.jpg,2 Points,3 Points
9331.jpg,1275.jpg,2 Points,1 Point
9400.jpg,9810.jpg,3 Points,2 Points
8033.jpg,7289.jpg,3 Points,0 Points
7502.jpg,9230.jpg,5 Points,0 Points
7175.jpg,8021.jpg,2 Points,4 Points
9390.jpg,9424.jpg,1 Point,4 Points
2682.jpg,2710.jpg,5 Points,1 Point
7235.jpg,7186.jpg,3 Points,2 Points
7351.jpg,7187.jpg,4 Points,1 Point
9620.jpg,1230.jpg,1 Point,4 Points
9373.jpg,9402.jpg,0 Points,2 Points
2716.jpg,3250.jpg,2 Points,3 Points
1301.jpg,3220.jpg,2 Points,5 Points
2205.jpg,7550.jpg,4 Points,1 Points
4613.jpg,1610.jpg,4 Points,0 Points
5991.jpg,5594.jpg,0 Points,5 Points
9430.jpg,9520.jpg,5 Points,3 Points
8531.jpg,7095.jpg,4 Points,1 Points
2516.jpg,1121.jpg,4 Points,0 Points
7004.jpg,1019.jpg,5 Points,0 Points
